id,title,company,difficulty,stages,topics,platform,last_seen_max,seen_count,employment_types
ibm-request-retry-count,Request Retry Count,IBM,easy,OA,array|hash_table,unknown,2026-07-21,2,NEW GRAD
tiktok-validate-3x3-digit-windows,Validate 3x3 Digit Windows,TikTok,easy,OA,array|matrix|sliding_window|hash_table,unknown,2026-07-21,2,INTERN|NEW GRAD
amazon-sort-array-with-rotate-and-flip,Sort an Array with Rotate and Flip,Amazon,medium,OA,array|math|simulation,unknown,2026-07-21,1,FULLTIME
drw-last-round-for-each-player,Last Round for Each Player,DRW,medium,OA,array|simulation,unknown,2026-07-21,1,INTERN
drw-shortest-compressed-length-after-removal,Shortest Compressed Length After Removal,DRW,medium,OA,string|prefix_sum,codility,2026-07-21,1,INTERN
tiktok-count-key-changes,Count Key Changes,TikTok,easy,OA,array|string|simulation,codesignal,2026-07-21,1,NEW GRAD|INTERN
tiktok-travel-distance-on-scooters,Travel Distance on Scooters,TikTok,easy,OA,array|sorting|greedy|simulation,codesignal,2026-07-21,1,NEW GRAD|INTERN
capital-one-reconstruct-landmark-journey,Reconstruct Landmark Journey,Capital One,medium,OA,graph|hash_table,codility,2026-07-20,3,INTERN|NEW GRAD
akuna-array-challenge,Array Challenge (QR Intern),Akuna Capital,easy,OA,array|simulation|prefix_sum|math,hackerrank,2026-07-20,2,INTERN
capital-one-compare-counts-around-pivot,Compare Counts Around Pivot,Capital One,easy,OA,array|simulation,codility,2026-07-20,2,INTERN
capital-one-format-newspaper-page,Format a Newspaper Page,Capital One,medium,OA,string|greedy|simulation,codesignal,2026-07-20,2,INTERN
airbnb-most-frequent-reduced-digit,Most Frequent Reduced Digit,Airbnb,easy,OA,array|hash_table|math|simulation,codesignal,2026-07-20,1,NEW GRAD
airbnb-rectangle-fit-queries,Rectangle Fit Queries,Airbnb,medium,OA,array|geometry|simulation,codesignal,2026-07-20,1,NEW GRAD
airbnb-robot-final-direction,Robot Final Direction,Airbnb,easy,OA,string|simulation,codesignal,2026-07-20,1,NEW GRAD
airbnb-robot-inventory-tracking,Robot Inventory Tracking,Airbnb,medium,OA,hash_table|heap|simulation,codesignal,2026-07-20,1,NEW GRAD
akuna-communications-handler,Communications Handler,Akuna Capital,medium,OA,design|simulation|string,unknown,2026-07-20,1,NEW GRAD
microsoft-maximum-pipeline-throughput,Maximum Pipeline Throughput,Microsoft,medium,OA,binary_search|greedy,unknown,2026-07-20,1,
microsoft-maximum-strong-team-subarray,Maximum Strong Team Subarray,Microsoft,medium,OA,array|dynamic_programming,unknown,2026-07-20,1,
phonepe-colorful-socks,Luna and the Colorful Socks,PhonePe,hard,OA,array|sorting|greedy,unknown,2026-07-20,1,
visa-minimum-course-pass-cost,Minimum Cost to Attend Required Courses,Visa,medium,OA,array|binary_search|dynamic_programming,unknown,2026-07-20,1,FULLTIME
capital-one-alternating-string-ends,Alternate String Ends,Capital One,easy,OA,string|two_pointers|simulation,unknown,2026-07-19,1,FULLTIME
capital-one-sort-matrix-border-layers,Sort Every Matrix Border Layer,Capital One,medium,OA,matrix|sorting|simulation,unknown,2026-07-19,1,FULLTIME
waymo-average-or-zero,Average or Zero,Waymo,easy,OA,array|math,unknown,2026-07-19,1,FULLTIME
microsoft-minimum-cost-k-capable-models,Minimum Cost K-Capable Models,Microsoft,medium,OA,array|greedy|sorting|prefix_sum,unknown,2026-07-18,2,
idfc-minimum-cake-cuts,Minimum Cake Cuts,IDFC Bank,easy,OA,math,unknown,2026-07-18,1,
idfc-smallest-adjacent-concatenation,Smallest Adjacent Concatenation,IDFC Bank,easy,OA,array|string,unknown,2026-07-18,1,
visa-minimum-score-path-between-cities,Minimum Score of a Path Between Cities,Visa,medium,OA,graph|depth_first_search|union_find,unknown,2026-07-18,1,
goldman-get-minimum-value,Data Reorganization,Goldman Sachs,hard,OA,array|binary_search|greedy,hackerrank,2026-07-17,2,
optiver-construct-binary-tree-s-expression,Construct Binary Tree S-Expression,Optiver,medium,OA,tree|parsing|depth_first_search,unknown,2026-07-16,3,
optiver-days-between,Days Between,Optiver,easy,OA,math|simulation,hackerrank,2026-07-16,3,FULLTIME
jpmorgan-get-min-machines,Task Scheduling,JP Morgan Chase,medium,OA,intervals|heap|sorting|greedy,hackerrank,2026-07-16,2,INTERN
uber-last-truck-to-leave-the-lane,Last Truck to Leave the Lane,Uber,medium,OA,math|simulation,unknown,2026-07-16,2,INTERN
amazon-customer-package-delivery-report,Customer Package Delivery Report,Amazon,easy,OA,database,unknown,2026-07-16,1,
jpmorgan-get-final-data,Range Negation Updates,JP Morgan Chase,easy,OA,array|prefix_sum|simulation,unknown,2026-07-16,1,INTERN
microsoft-alphabetically-smallest-palindrome,Alphabetically Smallest Palindrome,Microsoft,medium,OA,string|greedy,unknown,2026-07-16,1,NEW GRAD|INTERN
zomato-robot-warehouse-optimization,Robot Warehouse Optimization,Zomato / Eternal,medium,OA,array|greedy,unknown,2026-07-16,1,NEW GRAD
akuna-maximize-ratings,Movie Ratings,Akuna Capital,medium,OA,dynamic_programming|array,hackerrank,2026-07-15,2,FULLTIME
citadel-minimum-image-processing-cost,Minimum Image Processing Cost,Citadel,medium,OA,array|sorting|intervals,hackerrank,2026-07-15,1,
ibm-count-increasing-subsequences-length-three,Count Strictly Increasing Subsequences of Length 3,IBM,medium,OA,array|dynamic_programming|combinatorics,unknown,2026-07-14,1,
uber-chain-of-command,Chain of Command,Uber,medium,OA,tree|depth_first_search|array,unknown,2026-07-14,1,INTERN
threshold-alerts,Threshold Alerts,Goldman Sachs,easy,OA,array|sliding_window|prefix_sum,hackerrank,2026-07-13,3,INTERN|FULLTIME
jpmorgan-bitwise-xor-subsequences,Bitwise XOR Subsequences,JP Morgan Chase,medium,OA,array|hash_table|dynamic_programming|bit_manipulation,unknown,2026-07-13,2,
microsoft-neural-network-subnetwork-strength,Neural Network Subnetwork Strength,Microsoft,hard,OA,tree|depth_first_search|dynamic_programming,unknown,2026-07-13,2,
goldman-sachs-alternating-parity-permutations,Alternating Parity Permutations,Goldman Sachs,medium,OA,array|backtracking|combinatorics,unknown,2026-07-13,1,INTERN
microsoft-maximum-neuron-strength,Maximum Strength of Every Neuron,Microsoft,hard,OA,tree|graph|depth_first_search|dynamic_programming,unknown,2026-07-13,1,FULLTIME
tiktok-count-skipped-numbers-after-subtractions,Count Skipped Numbers After Subtractions,TikTok,easy,OA,array|simulation|greedy,codility,2026-07-12,3,NEW GRAD|INTERN
amazon-minimize-effort,Minimum Total Batch Expense,Amazon,medium,OA,array|math|greedy,unknown,2026-07-11,4,NEW GRAD|FULLTIME
upstart-coordinate-bounding-box,Coordinate Bounding Box,Upstart,easy,OA,array|geometry,unknown,2026-07-11,1,FULLTIME
upstart-transform-punctuation,Increase Exclamations and Convert Periods,Upstart,easy,OA,string|simulation,unknown,2026-07-11,1,FULLTIME
upstart-interleave-equal-length-strings,Interleave Equal-Length Strings by Column,Upstart,easy,OA,string|simulation,unknown,2026-07-11,1,FULLTIME
anthropic-banking-system-part-1,"Banking System, Part 1: Accounts and Transfers",Anthropic,easy,OA,design|hash_table|simulation,unknown,2026-07-10,10,
anthropic-banking-system-part-2,"Banking System, Part 2: Top Spenders",Anthropic,medium,OA,design|hash_table|sorting|simulation,unknown,2026-07-10,10,
anthropic-banking-system-part-3,"Banking System, Part 3: Scheduled Payments",Anthropic,hard,OA,design|hash_table|heap|simulation,unknown,2026-07-10,10,
anthropic-banking-system-part-4,"Banking System, Part 4: Merging and Balance History",Anthropic,hard,OA,design|hash_table|binary_search|simulation,unknown,2026-07-10,10,
imc-maximum-sub-square-matrix-sum-less-than-k,Sub-matrix Sums,IMC Trading,medium,OA,matrix|prefix_sum|binary_search,unknown,2026-07-10,3,
imc-maximum-size-square-sub-matrix-with-sum-less-than-threshold,Sub-matrix Sums,IMC Trading,medium,OA,matrix|prefix_sum|binary_search,unknown,2026-07-10,2,FULLTIME
drw-doctor-appointment-slot-assignment,Doctor Appointment Slot Assignment,DRW,medium,OA,graph|union_find|greedy,unknown,2026-07-10,1,
drw-maximum-even-sum-neighboring-pairs,Maximum Even-Sum Neighboring Pairs,DRW,medium,OA,array|dynamic_programming|greedy,unknown,2026-07-10,1,
drw-minimize-maximum-group-difference,Minimize Maximum Group Difference,DRW,medium,OA,array|sorting|binary_search|greedy,unknown,2026-07-10,1,
capital-one-build-taxi-driver-features,Build Taxi Driver Performance Features,Capital One,easy,OA,database|parsing,unknown,2026-07-09,1,NEW GRAD
capital-one-predict-driver-classes,Predict Taxi Driver Classes,Capital One,hard,OA,math|simulation,unknown,2026-07-09,1,NEW GRAD
capital-one-prepare-driver-classification-data,Prepare Taxi Driver Classification Data,Capital One,medium,OA,database|sorting|math,unknown,2026-07-09,1,NEW GRAD
capital-one-driver-and-ride-summary,Summarize Taxi Drivers and Rides,Capital One,easy,OA,database|parsing|math,unknown,2026-07-09,1,NEW GRAD
zolostays-trapping-rain-water,Trapping Rain Water,Zolo,medium,OA,array|two_pointers,unknown,2026-07-08,2,INTERN
codeium-biggest-connected-component,Biggest Connected Component,Codeium,hard,OA,matrix|graph|union_find,unknown,2026-07-08,1,
tcs-array-rank-transform,Array Rank Transform,Tata Consultancy Services,easy,OA,array|hash_table|sorting,unknown,2026-07-07,1,
nutanix-count-good-subsequences,Good Subsequences,Nutanix,hard,OA,string|combinatorics|math,hackerrank,2026-07-06,3,FULLTIME
microsoft-escape-game-maximize-score,Escape Game - Maximize Score,Microsoft,medium,OA,array|hash_table|dynamic_programming,unknown,2026-07-05,1,
trade-desk-versioned-recipe-system,Versioned Recipe System,The Trade Desk,hard,OA,design|hash_table|string|sorting|simulation,unknown,2026-07-04,2,FULLTIME
imc-package-box-fit,Can Every Package Fit in a Box,IMC Trading,easy,OA,array|sorting|two_pointers|greedy,unknown,2026-07-03,1,INTERN
natwest-remove-duplicate-characters,Remove Duplicate Characters,NatWest Group,easy,OA,string|hash_table,unknown,2026-07-03,1,
natwest-even-index-sum,Sum Elements at Even Indices,NatWest Group,easy,OA,array,unknown,2026-07-03,1,
point72-test-the-hypothesis,Test the Hypothesis,Point72,medium,OA,math|simulation,unknown,2026-07-03,1,
deshaw-minimum-frames-for-equal-chunks,Minimum Frames for Equal Chunks,The D.E. Shaw Group,easy,OA,math|array,hackerrank,2026-07-03,1,
deshaw-non-alternating-binary-partitions,Non-Alternating Binary Partitions,The D.E. Shaw Group,medium,OA,string|dynamic_programming,hackerrank,2026-07-03,1,
multicoreware-second-distinct-largest-element,Second Distinct Largest Element,MulticoreWare,easy,OA,array,equip,2026-07-02,2,
point72-get-triplet-count,Get Triplet Count,Point72,medium,OA,array|hash_table|math|combinatorics,hackerrank,2026-07-02,2,NEW GRAD|INTERN
multicoreware-minimum-coin-change,Minimum Coin Change,MulticoreWare,medium,OA,array|dynamic_programming,equip,2026-07-02,1,
point72-internet-service-provider-monthly-report,Internet Service Provider Monthly Report,Point72,easy,OA,database,unknown,2026-07-02,1,INTERN|NEW GRAD
point72-server-selection,Server Selection,Point72,medium,OA,array|greedy|bit_manipulation,unknown,2026-07-02,1,INTERN|NEW GRAD
qrt-array-nullification,Array Nullification,QRT,medium,OA,array|binary_search|greedy,hackerrank,2026-07-02,1,NEW GRAD
qrt-keep-them-apart,🐘 Keep Them Apart 🦙,QRT,medium,OA,array|hash_table|greedy,hackerrank,2026-07-02,1,NEW GRAD
snowflake-find-pod-count,Horizontal Pod Autoscaler,Snowflake,medium,OA,array|segment_tree,hackerrank,2026-07-01,3,INTERN
snowflake-minimum-height,Minimum Height,Snowflake,medium,OA,tree|binary_search|breadth_first_search|greedy,unknown,2026-07-01,2,INTERN
ibm-query-type-frequency-window,Query Type Frequency Window,IBM,medium,OA,array|hash_table|sliding_window|sorting,unknown,2026-07-01,1,
amazon-minimum-redistribution-cost,Minimum Redistribution Cost,Amazon,medium,OA,array|prefix_sum|greedy,unknown,2026-06-30,6,
snowflake-vowel-substring,Vowel Substring,Snowflake,medium,OA,string|sliding_window|hash_table,hackerrank,2026-06-29,3,INTERN
amazon-inventory-allocation,Inventory Allocation,Amazon,medium,OA,simulation|sorting|heap,unknown,2026-06-28,1,NEW GRAD
capital-one-linear-warehouse-drone-delivery,Linear Warehouse Drone Delivery,Capital One,easy,OA,array|sorting|two_pointers|greedy|simulation,codesignal,2026-06-26,1,INTERN
stripe-directly-linked-users,Directly Linked Users,Stripe,easy,OA,hash_table|graph,unknown,2026-06-24,1,
stripe-fraud-ring-size,Fraud Ring Size,Stripe,medium,OA,graph|breadth_first_search|hash_table,unknown,2026-06-24,1,
stripe-risky-fraud-ring,Risky Fraud Ring,Stripe,medium,OA,graph|breadth_first_search|hash_table,unknown,2026-06-24,1,
tiktok-count-cyclic-digit-pairs,Count Cyclic Digit Pairs,TikTok,medium,OA,array|string|hash_table,codility,2026-06-24,1,
hsbc-find-id-of-soldier,Find ID of Soldier,HSBC,easy,OA,array|simulation,unknown,2026-06-21,3,
hsbc-find-most-frequently-purchased-products,Find Most Frequently Purchased Products,HSBC,easy,OA,hash_table|sorting,unknown,2026-06-21,2,
salesforce-minimize-total-input-cost,Minimize Total Input Cost (for LTMS),Salesforce,medium,OA,array|greedy|dynamic_programming,hackerrank,2026-06-21,2,
goldman-sachs-find-the-winner-of-an-array-game,Find the Winner of an Array Game,Goldman Sachs,medium,OA,array|simulation,hackerrank,2026-06-21,1,FULLTIME
goldman-sachs-minimum-number-of-taps-to-open-a-garden,Minimum Number of Taps to Water a Garden,Goldman Sachs,hard,OA,array|greedy|dynamic_programming,hackerrank,2026-06-21,1,FULLTIME
goldman-sachs-reaching-points,Reaching Points,Goldman Sachs,hard,OA,math,hackerrank,2026-06-21,1,FULLTIME
mckinsey-minimum-knight-moves,Minimum Knight Moves,McKinsey & Company,medium,OA,breadth_first_search|shortest_path|matrix,unknown,2026-06-20,1,
tiktok-check-even-position-monotonicity,Check Even-Position Monotonicity,TikTok,easy,OA,array|simulation,unknown,2026-06-20,1,
tiktok-inventory-discount-tracker,Inventory Discount Tracker,TikTok,medium,OA,hash_table|parsing|simulation,codesignal,2026-06-20,1,
amazon-find-maximum-number-of-servers,Get Max Servers,Amazon,medium,OA,array|sorting|greedy,hackerrank,2026-06-19,4,FULLTIME
amazon-minimum-operations-to-make-array-valid,Minimum Operations to Make Array Valid,Amazon,medium,OA,array|greedy|hash_table,unknown,2026-06-19,2,
snowflake-get-maximum-sum,Efficient Deployments,Snowflake,hard,OA,dynamic_programming|array,hackerrank,2026-06-18,3,INTERN
walmart-k-capable-model-costs,K-Capable Model Costs,Walmart,medium,OA,array|sorting|greedy,unknown,2026-06-18,2,
google-minimum-tree-value-after-leaf-relocations,Minimum Tree Value After Leaf Relocations,Google,hard,OA,tree|depth_first_search|dynamic_programming,unknown,2026-06-18,1,INTERN
meesho-efficient-deployments,Efficient Deployments,Meesho,hard,OA,dynamic_programming,unknown,2026-06-18,1,FULLTIME
hrt-backtick-identifier-converter,Backtick Identifier Converter,Hudson River Trading,easy,OA,string,unknown,2026-06-17,1,
visa-maximum-even-tag-sum,Maximum Even Tag Sum,Visa,easy,OA,array|greedy,unknown,2026-06-17,1,
visa-transform-binary-matrix,Transform Binary Matrix,Visa,easy,OA,matrix|simulation,unknown,2026-06-17,1,
walmart-k-capable-model-selection,K-Capable Model Selection,Walmart,medium,OA,greedy|sorting|prefix_sum,unknown,2026-06-16,1,
inmobi-delivery-service,Delivery Service,InMobi,hard,OA,graph|depth_first_search|topological_sort|bit_manipulation,hackerrank,2026-06-14,1,FULLTIME
inmobi-shared-interest,Shared Interest,InMobi,medium,OA,graph|union_find,hackerrank,2026-06-14,1,FULLTIME
inmobi-temporal-anomalies,Temporal Anomalies,InMobi,hard,OA,array|sorting|prefix_sum|recursion,hackerrank,2026-06-14,1,FULLTIME
ibm-count-ideal-numbers,Count Ideal Numbers,IBM,easy,OA,math,unknown,2026-06-12,1,FULLTIME
snowflake-drawing-edge,Drawing Edge,Snowflake,easy,OA,graph|combinatorics|math,unknown,2026-06-11,1,
roblox-find-the-closest-palindrome,Break a Palindrome,Roblox,hard,OA,string|math,hackerrank,2026-06-10,1,INTERN
amazon-count-promotional-periods,Count Promotional Periods,Amazon,,OA,,unknown,2026-06-09,1,INTERN
jpmorgan-array-challenge,Array Challenge,JP Morgan Chase,medium,OA,array|prefix_sum,hackerrank,2026-06-08,1,
jpmorgan-minimum-cores-to-handle-processes,Minimum Cores to Handle Processes,JP Morgan Chase,medium,OA,array|sorting|intervals,hackerrank,2026-06-08,1,
stripe-count-valid-bitwise-pairs,Count Valid Bitwise Pairs,Stripe,medium,OA,array|hash_table|bit_manipulation,unknown,2026-06-06,1,FULLTIME|NEW GRAD
amazon-get-smallest-base-segment,Get Smallest Base Segment,Amazon,,OA,,unknown,2026-06-04,2,NEW GRAD|INTERN
jpmorgan-about-shipping,About Shipping,JP Morgan Chase,,OA,,unknown,2026-06-04,2,INTERN
nutanix-min-cost-to-connect-all-points,Min Cost to Connect All Points,Nutanix,medium,OA,graph|greedy,hackerrank,2026-06-04,2,FULLTIME
tesla-count-zero-sum-fragments,Count Zero-Sum Fragments,Tesla,medium,OA,array|prefix_sum|hash_table,codility,2026-06-04,1,
tesla-maximum-insertions-without-three-consecutive-a,Maximum Insertions Without Three Consecutive A,Tesla,medium,OA,string|greedy,codility,2026-06-04,1,
tesla-smallest-greater-integer-with-same-digit-sum,Smallest Greater Integer With Same Digit Sum,Tesla,easy,OA,math|simulation,codility,2026-06-03,1,
google-consolidate-on-call-rotations,Consolidate On-Call Rotations,Google,,OA,,unknown,2026-06-02,1,FULLTIME
mckinsey-count-repeated-request-ids,Count Repeated Request IDs,McKinsey & Company,easy,OA,hash_table|sorting|sliding_window|string,unknown,2026-06-02,1,
google-consolidated-on-call-rotations,Consolidated On-Call Rotations,Google,medium,OA,intervals|heap|sorting,unknown,2026-06-01,1,
uber-total-palindrome-substring-cost,Total Palindrome Substring Cost,Uber,,OA,,unknown,2026-06-01,1,FULLTIME
capital-one-count-even-digit-numbers,Count Numbers with Even Number of Digits,Capital One,easy,OA,array|math,unknown,2026-05-31,2,FULLTIME
capitalone-count-house-segments-after-destruction,Count House Segments After Destruction,Capital One,medium,OA,union_find|array,unknown,2026-05-31,1,FULLTIME
goldman-valid-binary-prefix,Valid Binary Prefix,Goldman Sachs,medium,OA,string|greedy|combinatorics,unknown,2026-05-29,1,
akuna-portfolio-rebalancing-deltas,Calculate Portfolio Rebalancing Deltas,Akuna Capital,easy,OA,array|hash_table|simulation,unknown,2026-05-25,1,
akuna-maximum-difference,Maximum Difference,Akuna Capital,easy,OA,graph|union_find,unknown,2026-05-25,1,FULLTIME
akuna-maximum-component-label-difference,Maximum Label Difference in a Connected Component,Akuna Capital,medium,OA,graph|breadth_first_search,unknown,2026-05-25,1,
guidewire-minimum-boys-next-to-girls,Minimum Boys Next to Girls,Guidewire,medium,OA,greedy|string,unknown,2026-05-20,1,FULLTIME
salesforce-time-to-rearrange-binary-string,Time Needed to Rearrange a Binary String,Salesforce,medium,OA,string|dynamic_programming|simulation,hackerrank,2026-05-19,1,FULLTIME
anthropic-normalize-dns-name,Normalize a DNS Domain Name,Anthropic,easy,OA,string,codesignal,2026-05-17,1,INTERN
amazon-circular-route-query-distance,Circular Route Query Distance,Amazon,easy,OA,array|prefix_sum,unknown,2026-05-15,1,FULLTIME
myntra-max-capped-histogram-after-removal,Maximum Capped Histogram Area After One Removal,Myntra,medium,OA,array|stack,unknown,2026-05-15,1,INTERN
adyen-best-tv-show-in-genre,Best TV Show in a Genre,Adyen,medium,OA,array|string|simulation,hackerrank,2026-05-14,1,FULLTIME
salesforce-generate-seen-binary-strings,Generate Seen Binary Strings,Salesforce,easy,OA,array|hash_table,hackerrank,2026-05-13,1,
salesforce-update-pod-counts-from-logs,Update Pod Counts From Logs,Salesforce,hard,OA,array|heap|simulation,hackerrank,2026-05-13,1,
deloitte-seventh-nearest-palindrome,Seventh Nearest Palindrome,Deloitte,,OA,,unknown,2026-05-12,1,INTERN
upstart-bounding-box-from-coordinates,Bounding Box from Coordinates,Upstart,easy,OA,array|geometry,unknown,2026-05-11,2,FULLTIME
snowflake-minimum-index-distance-between-person-and-cake,Minimum Index Distance Between Person and Cake,Snowflake,easy,OA,array|two_pointers,unknown,2026-05-11,1,FULLTIME
upstart-filter-threshold-max-score,Filter by Threshold and Return Name with Max Score,Upstart,easy,OA,parsing|array,unknown,2026-05-11,1,FULLTIME
anthropic-in-memory-database-backup-restore,In-Memory Database with Backup and Restore,Anthropic,hard,OA,design|hash_table,unknown,2026-05-10,13,FULLTIME
anthropic-worker-management-level-1,"Worker Management, Part 1: Office Registration",Anthropic,easy,OA,hash_table|design|simulation,codesignal,2026-05-10,4,
anthropic-worker-management-level-2,"Worker Management, Part 2: Top Workers",Anthropic,medium,OA,hash_table|sorting|design|simulation,codesignal,2026-05-10,4,
anthropic-worker-management-level-3,"Worker Management, Part 3: Promotions and Salary",Anthropic,hard,OA,hash_table|intervals|design|simulation,codesignal,2026-05-10,4,
anthropic-worker-management-level-4,"Worker Management, Part 4: Double-Paid Intervals",Anthropic,hard,OA,hash_table|intervals|sorting|design|simulation,codesignal,2026-05-10,4,
capital-one-cyclic-shift-strictly-descending,Cyclic Shift to Strictly Descending Array,Capital One,easy,OA,array|simulation,unknown,2026-05-10,1,FULLTIME
circle-task-management-system,Task Management System,Circle,easy,OA,design|simulation,unknown,2026-05-10,1,FULLTIME
circle-user-quota-scheduling,User Quota Scheduling with Expiring Assignments,Circle,medium,OA,design|intervals,unknown,2026-05-10,1,FULLTIME
point72-lexicographically-smallest-substring-operation,Lexicographically Smallest String After Substring Operation,Point72,medium,OA,string|greedy,unknown,2026-05-10,1,FULLTIME
stripe-email-log-grouping-and-sorting,"Email Log Processing, Grouping, and Sorting",Stripe,easy,OA,hash_table|sorting|string,unknown,2026-05-10,1,FULLTIME
twosigma-piecewise-linear-interpolation,Piecewise Linear Interpolation and Extrapolation,Two Sigma,medium,OA,sorting|binary_search|math|parsing,unknown,2026-05-10,1,FULLTIME
canva-counting,Counting Binary Substrings (Backend),Canva,medium,OA,string|two_pointers,unknown,2026-05-07,2,INTERN
visa-minimum-cost-to-select-people-for-skill-quotas,Minimum Cost to Select People for Skill Quotas,Visa,hard,OA,dynamic_programming|greedy|sorting,hackerrank,2026-05-05,1,FULLTIME
goldman-sachs-number-of-islands,Number of Islands,Goldman Sachs,medium,OA|PHONE SCREEN|ONSITE INTERVIEW,matrix|graph|depth_first_search|breadth_first_search,unknown,2026-05-02,3,FULLTIME
f5-top-3-trending-hashtags,Top 3 Trending Hashtags in a Time Window,F5,easy,OA,string|hash_table,unknown,2026-05-02,1,INTERN
uber-jump-game-prime-step,Jump Game with Prime-Step Rule,Uber,medium,OA,dynamic_programming|math,hackerrank,2026-05-02,1,FULLTIME
uber-pipeline-throughput-maximization-under-budget,Pipeline Throughput Maximization Under Budget,Uber,medium,OA,binary_search|greedy,hackerrank,2026-05-02,1,FULLTIME
upstart-filter-odds-and-reverse-evens,Filter Odds and Reverse Evens,Upstart,easy,OA,array|two_pointers,unknown,2026-05-02,1,FULLTIME
upstart-find-wrong-digit-index-in-sum,Find the Wrong Digit Index in a Sum,Upstart,easy,OA,math|simulation,unknown,2026-05-02,1,FULLTIME
idfc-special-binary-string,Special Binary String,IDFC Bank,,OA,,hackerrank,2026-05-01,1,FULLTIME
amazon-feasible-indices-after-prefix-suffix-reduction,Feasible Indices After Prefix/Suffix Reduction,Amazon,medium,OA,array|greedy,unknown,2026-04-30,1,INTERN
amazon-feasible-indices-after-reduction,Feasible Indices After Reduction,Amazon,,OA,,unknown,2026-04-30,1,INTERN
oura-assign-server-numbers-by-type,Assign Server Numbers by Type,Oura,easy,OA,heap|hash_table|simulation,unknown,2026-04-28,1,FULLTIME
visa-longest-selectable-nondecreasing-subarray,Longest Selectable Non-Decreasing Subarray,Visa,medium,OA,array|dynamic_programming,codesignal,2026-04-27,1,FULLTIME|NEW GRAD
visa-maximize-capped-contribution-sum,Maximize Capped Contribution Sum,Visa,easy,OA,array|greedy|sorting,codesignal,2026-04-27,1,FULLTIME|NEW GRAD
ibm-count-descending-subarrays,Count Descending Subarrays,IBM,easy,OA,array|math,hackerrank,2026-04-26,1,FULLTIME
ibm-count-power-products-in-range,Count Power Products in Range,IBM,easy,OA,math,hackerrank,2026-04-26,1,FULLTIME
uber-balanced-prefix-sets-in-permutation,Balanced Prefix Sets in a Permutation,Uber,medium,OA,array|hash_table|sliding_window,codesignal,2026-04-25,1,FULLTIME
uber-minimum-edge-reversals-root,Minimum Edge Reversals to Root a Tree,Uber,hard,OA,graph|depth_first_search,codesignal,2026-04-25,1,FULLTIME
amazon-stable-robot-configurations,Stable Robot Configurations,Amazon,medium,OA,array|sorting|combinatorics,unknown,2026-04-20,2,INTERN|NEW GRAD
amazon-get-min-errors,Get Minimum Errors,Amazon,hard,OA,dynamic_programming|string|greedy,hackerrank,2026-04-16,6,FULLTIME
amazon-make-value-groups-contiguous,Make Value Groups Contiguous,Amazon,medium,OA,array|hash_table|greedy,hackerrank,2026-04-13,1,NEW GRAD
superhuman-lost-messages,Lost Messages,Superhuman,easy,OA,two_pointers|string,hackerrank,2026-04-10,1,FULLTIME|NEW GRAD
superhuman-math-homework,Math Homework,Superhuman,medium,OA,dynamic_programming|array,hackerrank,2026-04-10,1,FULLTIME|NEW GRAD
superhuman-optimal-transfer,Optimal Transfer,Superhuman,hard,OA,graph|shortest_path,hackerrank,2026-04-10,1,FULLTIME|NEW GRAD
uber-balanced-permutation-subarrays,Balanced Permutation Subarrays,Uber,,OA,,hackerrank,2026-04-09,2,FULLTIME
uber-get-balanced-string,Get Balanced String,Uber,medium,OA,array|sliding_window|hash_table,codesignal,2026-04-09,1,FULLTIME
uber-graph-palindrome-queries,Graph Palindrome Queries,Uber,hard,OA,tree|depth_first_search|bit_manipulation,codesignal,2026-04-09,1,FULLTIME
uber-max-riders,Maximum Riders in Car,Uber,medium,OA,array|binary_search|sorting,codesignal,2026-04-09,1,FULLTIME
uber-palindrome-path-queries,Palindrome Path Queries in a Tree,Uber,,OA,,hackerrank,2026-04-09,1,FULLTIME
amazon-maximize-protected-city-population,Maximize Protected City Population,Amazon,medium,OA,array|greedy|dynamic_programming,hackerrank,2026-04-06,1,FULLTIME
amazon-minimum-cost-to-convert-products-to-variant-a,Minimum Cost to Convert Products to Variant A,Amazon,medium,OA,array|sliding_window|greedy,hackerrank,2026-04-06,1,FULLTIME
amazon-minimum-preparation-time-for-two-handlers,Minimum Preparation Time for Two Handlers,Amazon,medium,OA,dynamic_programming|array,hackerrank,2026-04-06,1,FULLTIME
google-drive-folder-hierarchy-sync,Google Drive Folder Hierarchy Sync,Google,medium,OA,tree|graph|heap|greedy,unknown,2026-04-06,1,INTERN
rubrik-minimum-swaps-to-binary-palindrome,Minimum Swaps To Binary Palindrome,Rubrik,,OA,,unknown,2026-04-04,1,
zorvyn-shortest-path-with-k-free-edges,Shortest Path With K Free Edges,Zorvyn,,OA,,unknown,2026-04-04,1,INTERN
amazon-frequently-bought-together,Frequently Bought Together,Amazon,medium,OA,array|string|hash_table|sorting,unknown,2026-04-01,1,INTERN
amazon-souvenir-shop-purchases,Souvenir Shop Purchases,Amazon,medium,OA,array|simulation|binary_search|math,unknown,2026-04-01,1,INTERN
snowflake-simple-array-rotation-game,Simple Array Rotation Game,Snowflake,easy,OA,array|math,hackerrank,2026-04-01,1,INTERN
snowflake-max-element-indexes-after-rotations,Max Element Indexes After Rotations,Snowflake,,OA,,unknown,2026-03-31,1,INTERN
microsoft-maximum-data-transfer-time,Maximum Data Transfer Time,Microsoft,medium,OA,tree|depth_first_search|breadth_first_search|graph,unknown,2026-03-28,1,INTERN
